0,{'companyName': 'Turquoise way argue', 'dateEstablished': '1975-10-11', 'location': 'East Lisa', 'recordLabelId': 1, 'albumId': 1, 'numOfRating': 28505, 'averageRating': 2.4, 'userRating': 0, 'songId': 1, 'artistId': 1, 'name': 'Darlene Lewis', 'age': 33, 'musicianId': 1, 'instrument': 'Didgeridoo', 'band': 'Beige race', 'albumDuration': 6321, 'albumTitle': 'yourself point sound', 'coverURL': 'https://placekitten.com/761/911', 'genre': 'Soundtrack', 'songDuration': 827, 'songTitle': 'top that', 'sourceLink': 'frederick-velez.com', 'year': '2005', 'knownFor': 'clearly concern'}
1,{'companyName': 'DarkSalmon computer community', 'dateEstablished': '2004-09-19', 'location': 'Yolandafurt', 'recordLabelId': 2, 'albumId': 2, 'numOfRating': 59814, 'averageRating': 4.2, 'userRating': 0, 'songId': 2, 'artistId': 2, 'name': 'Steven Robles', 'age': 25, 'musicianId': 2, 'instrument': 'Tambourines', 'band': 'PaleGoldenRod trade', 'albumDuration': 5272, 'albumTitle': 'several smile government', 'coverURL': 'https://placeimg.com/912/330/any', 'genre': 'Heavy Metal', 'songDuration': 109, 'songTitle': 'hundred school', 'sourceLink': 'wright-ramirez.com', 'year': '2005', 'knownFor': 'story government'}
2,{'companyName': 'SkyBlue tonight leave', 'dateEstablished': '2008-08-19', 'location': 'Angelaview', 'recordLabelId': 3, 'albumId': 3, 'numOfRating': 29062, 'averageRating': 3.5, 'userRating': 0, 'songId': 3, 'artistId': 3, 'name': 'Teresa Briggs', 'age': 69, 'musicianId': 3, 'instrument': 'Hurdy Gurdy', 'band': 'SaddleBrown theory', 'albumDuration': 2622, 'albumTitle': 'pattern significant look', 'coverURL': 'https://dummyimage.com/621x832', 'genre': 'EDM', 'songDuration': 477, 'songTitle': 'debate mention', 'sourceLink': 'hanson.info', 'year': '1983', 'knownFor': 'young blood'}
3,{'companyName': 'Maroon any option', 'dateEstablished': '2016-06-11', 'location': 'Rodriguezport', 'recordLabelId': 4, 'albumId': 4, 'numOfRating': 7985, 'averageRating': 1.0, 'userRating': 0, 'songId': 4, 'artistId': 4, 'name': 'Danielle Clark', 'age': 67, 'musicianId': 4, 'instrument': 'Kazoo', 'band': 'SkyBlue institution', 'albumDuration': 1304, 'albumTitle': 'response all gun', 'coverURL': 'https://placekitten.com/352/510', 'genre': 'Heavy Metal', 'songDuration': 207, 'songTitle': 'bar west', 'sourceLink': 'daniel.com', 'year': '1980', 'knownFor': 'same mission'}
4,{'companyName': 'AliceBlue operation some', 'dateEstablished': '1986-11-12', 'location': 'North Maxstad', 'recordLabelId': 5, 'albumId': 5, 'numOfRating': 56000, 'averageRating': 2.9, 'userRating': 0, 'songId': 5, 'artistId': 5, 'name': 'Ashley Rogers', 'age': 52, 'musicianId': 5, 'instrument': 'Piano', 'band': 'Azure large', 'albumDuration': 1082, 'albumTitle': 'she science top', 'coverURL': 'https://dummyimage.com/822x314', 'genre': 'Metal', 'songDuration': 637, 'songTitle': 'different produce', 'sourceLink': 'garcia.net', 'year': '1978', 'knownFor': 'million sit'}
5,{'companyName': 'LightGreen foreign themselves', 'dateEstablished': '1993-03-17', 'location': 'New Robert', 'recordLabelId': 6, 'albumId': 6, 'numOfRating': 86629, 'averageRating': 1.4, 'userRating': 0, 'songId': 6, 'artistId': 6, 'name': 'Justin Taylor', 'age': 34, 'musicianId': 6, 'instrument': 'Viola', 'band': 'Black almost', 'albumDuration': 3341, 'albumTitle': 'claim benefit play', 'coverURL': 'https://www.lorempixel.com/64/505', 'genre': 'Metal', 'songDuration': 203, 'songTitle': 'know economy', 'sourceLink': 'weber-mcbride.info', 'year': '1987', 'knownFor': 'range everything'}
6,{'companyName': 'PaleVioletRed character his', 'dateEstablished': '1980-11-26', 'location': 'Lake Johnton', 'recordLabelId': 7, 'albumId': 7, 'numOfRating': 55715, 'averageRating': 4.5, 'userRating': 0, 'songId': 7, 'artistId': 7, 'name': 'David Robinson', 'age': 42, 'musicianId': 7, 'instrument': 'Kazoo', 'band': 'LightSkyBlue less', 'albumDuration': 3606, 'albumTitle': 'finally politics defense', 'coverURL': 'https://dummyimage.com/430x888', 'genre': 'Pop', 'songDuration': 626, 'songTitle': 'again option', 'sourceLink': 'hickman.biz', 'year': '2002', 'knownFor': 'hand mind'}
7,{'companyName': 'Tan particular face', 'dateEstablished': '1995-05-01', 'location': 'Port Robert', 'recordLabelId': 8, 'albumId': 8, 'numOfRating': 28749, 'averageRating': 3.5, 'userRating': 0, 'songId': 8, 'artistId': 8, 'name': 'Craig Rowe', 'age': 69, 'musicianId': 8, 'instrument': 'Tambourines', 'band': 'RoyalBlue speech', 'albumDuration': 5592, 'albumTitle': 'art PM leg', 'coverURL': 'https://dummyimage.com/151x10', 'genre': 'Hip Hop', 'songDuration': 498, 'songTitle': 'health very', 'sourceLink': 'fischer.com', 'year': '1996', 'knownFor': 'respond cause'}
8,{'companyName': 'Gold thought effect', 'dateEstablished': '1978-05-15', 'location': 'Lake Danielleshire', 'recordLabelId': 9, 'albumId': 9, 'numOfRating': 2331, 'averageRating': 2.5, 'userRating': 0, 'songId': 9, 'artistId': 9, 'name': 'Allison Hopkins', 'age': 55, 'musicianId': 9, 'instrument': 'Hurdy Gurdy', 'band': 'Peru rich', 'albumDuration': 1129, 'albumTitle': 'marriage group lead', 'coverURL': 'https://dummyimage.com/767x550', 'genre': 'EDM', 'songDuration': 891, 'songTitle': 'tend rest', 'sourceLink': 'barnes.com', 'year': '1980', 'knownFor': 'major else'}
9,{'companyName': 'Lavender quickly truth', 'dateEstablished': '2009-11-14', 'location': 'Barbaraton', 'recordLabelId': 10, 'albumId': 10, 'numOfRating': 9032, 'averageRating': 4.0, 'userRating': 0, 'songId': 10, 'artistId': 10, 'name': 'Joshua Drake', 'age': 19, 'musicianId': 10, 'instrument': 'Piano', 'band': 'SlateGray sometimes', 'albumDuration': 3336, 'albumTitle': 'treat race special', 'coverURL': 'https://placeimg.com/76/263/any', 'genre': 'EDM', 'songDuration': 298, 'songTitle': 'hospital remain', 'sourceLink': 'rivera.com', 'year': '1998', 'knownFor': 'benefit might'}
10,{'companyName': 'OrangeRed either thus', 'dateEstablished': '2001-05-14', 'location': 'Younghaven', 'recordLabelId': 11, 'albumId': 11, 'numOfRating': 42131, 'averageRating': 3.9, 'userRating': 0, 'songId': 11, 'artistId': 11, 'name': 'Phillip Daniel', 'age': 18, 'musicianId': 11, 'instrument': 'Guitar', 'band': 'LightCyan rest', 'albumDuration': 8806, 'albumTitle': 'special himself say', 'coverURL': 'https://dummyimage.com/804x109', 'genre': 'Heavy Metal', 'songDuration': 42, 'songTitle': 'if report', 'sourceLink': 'thornton.com', 'year': '2020', 'knownFor': 'treatment bank'}
11,{'companyName': 'RosyBrown rise mouth', 'dateEstablished': '1982-10-14', 'location': 'New Tiffany', 'recordLabelId': 12, 'albumId': 12, 'numOfRating': 73571, 'averageRating': 4.7, 'userRating': 0, 'songId': 12, 'artistId': 12, 'name': 'Alexandra Marshall', 'age': 31, 'musicianId': 12, 'instrument': 'Hurdy Gurdy', 'band': 'Orange third', 'albumDuration': 3781, 'albumTitle': 'practice staff admit', 'coverURL': 'https://placeimg.com/443/790/any', 'genre': 'Country', 'songDuration': 301, 'songTitle': 'those beyond', 'sourceLink': 'wang.com', 'year': '1983', 'knownFor': 'majority partner'}
12,{'companyName': 'AntiqueWhite quickly lot', 'dateEstablished': '2004-12-09', 'location': 'Stuartville', 'recordLabelId': 13, 'albumId': 13, 'numOfRating': 50937, 'averageRating': 2.0, 'userRating': 0, 'songId': 13, 'artistId': 13, 'name': 'Angel Smith', 'age': 41, 'musicianId': 13, 'instrument': 'Tambourines', 'band': 'LightGray student', 'albumDuration': 3371, 'albumTitle': 'probably senior machine', 'coverURL': 'https://dummyimage.com/685x940', 'genre': 'Country', 'songDuration': 367, 'songTitle': 'me agree', 'sourceLink': 'molina.info', 'year': '1997', 'knownFor': 'effort personal'}
13,{'companyName': 'SaddleBrown rest approach', 'dateEstablished': '2003-12-28', 'location': 'South Kenneth', 'recordLabelId': 14, 'albumId': 14, 'numOfRating': 46483, 'averageRating': 2.1, 'userRating': 0, 'songId': 14, 'artistId': 14, 'name': 'Justin Rasmussen', 'age': 57, 'musicianId': 14, 'instrument': 'Piano', 'band': 'Green Mrs', 'albumDuration': 6632, 'albumTitle': 'him kind that', 'coverURL': 'https://placekitten.com/631/1020', 'genre': 'Country', 'songDuration': 568, 'songTitle': 'low Mrs', 'sourceLink': 'jones.biz', 'year': '1991', 'knownFor': 'president hotel'}
14,{'companyName': 'Salmon behavior plan', 'dateEstablished': '1996-08-13', 'location': 'Melanieland', 'recordLabelId': 15, 'albumId': 15, 'numOfRating': 2627, 'averageRating': 4.4, 'userRating': 0, 'songId': 15, 'artistId': 15, 'name': 'Ann Williams', 'age': 41, 'musicianId': 15, 'instrument': 'Violin', 'band': 'Tomato no', 'albumDuration': 5202, 'albumTitle': 'mission article born', 'coverURL': 'https://www.lorempixel.com/776/746', 'genre': 'EDM', 'songDuration': 375, 'songTitle': 'green friend', 'sourceLink': 'jimenez-booth.com', 'year': '1979', 'knownFor': 'two kind'}
15,{'companyName': 'MediumVioletRed upon for', 'dateEstablished': '1976-10-10', 'location': 'Harrisonmouth', 'recordLabelId': 16, 'albumId': 16, 'numOfRating': 87211, 'averageRating': 1.7, 'userRating': 0, 'songId': 16, 'artistId': 16, 'name': 'Cathy Taylor', 'age': 66, 'musicianId': 16, 'instrument': 'Kazoo', 'band': 'Cornsilk environmental', 'albumDuration': 6638, 'albumTitle': 'nearly her speak', 'coverURL': 'https://placeimg.com/700/574/any', 'genre': 'Metal', 'songDuration': 523, 'songTitle': 'unit me', 'sourceLink': 'rush.net', 'year': '2013', 'knownFor': 'send without'}
16,{'companyName': 'DimGray performance provide', 'dateEstablished': '1995-01-02', 'location': 'South Jonathan', 'recordLabelId': 17, 'albumId': 17, 'numOfRating': 51062, 'averageRating': 3.9, 'userRating': 0, 'songId': 17, 'artistId': 17, 'name': 'Jessica Miller', 'age': 35, 'musicianId': 17, 'instrument': 'Kazoo', 'band': 'Tan fire', 'albumDuration': 1885, 'albumTitle': 'here whose bit', 'coverURL': 'https://www.lorempixel.com/342/735', 'genre': 'Metal', 'songDuration': 807, 'songTitle': 'there run', 'sourceLink': 'smith-flores.net', 'year': '2010', 'knownFor': 'hope expect'}
17,{'companyName': 'MediumVioletRed character first', 'dateEstablished': '2003-12-03', 'location': 'North Jamesberg', 'recordLabelId': 18, 'albumId': 18, 'numOfRating': 63682, 'averageRating': 2.0, 'userRating': 0, 'songId': 18, 'artistId': 18, 'name': 'David Cooper', 'age': 34, 'musicianId': 18, 'instrument': 'Tambourines', 'band': 'DarkSlateBlue drive', 'albumDuration': 7569, 'albumTitle': 'particular from head', 'coverURL': 'https://www.lorempixel.com/126/294', 'genre': 'Heavy Metal', 'songDuration': 941, 'songTitle': 'as kitchen', 'sourceLink': 'morris.com', 'year': '2014', 'knownFor': 'should particular'}
18,{'companyName': 'IndianRed young hot', 'dateEstablished': '2002-03-30', 'location': 'Port Amy', 'recordLabelId': 19, 'albumId': 19, 'numOfRating': 544, 'averageRating': 4.6, 'userRating': 0, 'songId': 19, 'artistId': 19, 'name': 'Ann Dixon', 'age': 59, 'musicianId': 19, 'instrument': 'Piano', 'band': 'Moccasin many', 'albumDuration': 4465, 'albumTitle': 'husband reality college', 'coverURL': 'https://www.lorempixel.com/790/927', 'genre': 'Hip Hop', 'songDuration': 456, 'songTitle': 'board yet', 'sourceLink': 'pineda.org', 'year': '1975', 'knownFor': 'hotel leader'}
19,{'companyName': 'Orange education protect', 'dateEstablished': '1985-01-04', 'location': 'East Elizabethton', 'recordLabelId': 20, 'albumId': 20, 'numOfRating': 19885, 'averageRating': 3.6, 'userRating': 0, 'songId': 20, 'artistId': 20, 'name': 'Marie Williams', 'age': 51, 'musicianId': 20, 'instrument': 'Piano', 'band': 'SlateGray drop', 'albumDuration': 6046, 'albumTitle': 'loss next catch', 'coverURL': 'https://www.lorempixel.com/123/99', 'genre': 'Pop', 'songDuration': 829, 'songTitle': 'truth state', 'sourceLink': 'maldonado-hutchinson.com', 'year': '2003', 'knownFor': 'ability music'}
20,{'companyName': 'DarkSlateBlue letter something', 'dateEstablished': '2011-12-03', 'location': 'West Cindyhaven', 'recordLabelId': 21, 'albumId': 21, 'numOfRating': 73989, 'averageRating': 3.0, 'userRating': 0, 'songId': 21, 'artistId': 21, 'name': 'Michelle Hunter', 'age': 31, 'musicianId': 21, 'instrument': 'Tambourines', 'band': 'SteelBlue clear', 'albumDuration': 9239, 'albumTitle': 'black stand phone', 'coverURL': 'https://dummyimage.com/430x355', 'genre': 'Heavy Metal', 'songDuration': 155, 'songTitle': 'father issue', 'sourceLink': 'sanders-salinas.net', 'year': '2008', 'knownFor': 'beyond evening'}
21,{'companyName': 'LightSlateGray major evidence', 'dateEstablished': '1998-08-17', 'location': 'Hollyfurt', 'recordLabelId': 22, 'albumId': 22, 'numOfRating': 72528, 'averageRating': 3.2, 'userRating': 0, 'songId': 22, 'artistId': 22, 'name': 'Juan Harris', 'age': 60, 'musicianId': 22, 'instrument': 'Tambourines', 'band': 'DarkMagenta often', 'albumDuration': 3737, 'albumTitle': 'population personal score', 'coverURL': 'https://placekitten.com/973/97', 'genre': 'Soundtrack', 'songDuration': 929, 'songTitle': 'technology different', 'sourceLink': 'edwards.org', 'year': '1979', 'knownFor': 'player name'}
22,{'companyName': 'DarkKhaki what within', 'dateEstablished': '2001-07-26', 'location': 'Sydneyland', 'recordLabelId': 23, 'albumId': 23, 'numOfRating': 72584, 'averageRating': 2.5, 'userRating': 0, 'songId': 23, 'artistId': 23, 'name': 'Robert Horn', 'age': 30, 'musicianId': 23, 'instrument': 'Guitar', 'band': 'LightSkyBlue attack', 'albumDuration': 222, 'albumTitle': 'together property almost', 'coverURL': 'https://placekitten.com/609/249', 'genre': 'Country', 'songDuration': 413, 'songTitle': 'safe want', 'sourceLink': 'barnes.info', 'year': '2010', 'knownFor': 'moment under'}
23,{'companyName': 'DarkOliveGreen sign really', 'dateEstablished': '2000-06-18', 'location': 'Wallerbury', 'recordLabelId': 24, 'albumId': 24, 'numOfRating': 21649, 'averageRating': 4.9, 'userRating': 0, 'songId': 24, 'artistId': 24, 'name': 'Lisa Carpenter', 'age': 44, 'musicianId': 24, 'instrument': 'Piano', 'band': 'LemonChiffon sense', 'albumDuration': 4196, 'albumTitle': 'sure front audience', 'coverURL': 'https://www.lorempixel.com/756/965', 'genre': 'Hip Hop', 'songDuration': 988, 'songTitle': 'past probably', 'sourceLink': 'fleming.net', 'year': '1990', 'knownFor': 'better smile'}
24,{'companyName': 'Azure yard around', 'dateEstablished': '2006-04-18', 'location': 'Lake Matthew', 'recordLabelId': 25, 'albumId': 25, 'numOfRating': 90726, 'averageRating': 3.4, 'userRating': 0, 'songId': 25, 'artistId': 25, 'name': 'Jason Bass', 'age': 19, 'musicianId': 25, 'instrument': 'Violin', 'band': 'Aqua often', 'albumDuration': 7375, 'albumTitle': 'car character parent', 'coverURL': 'https://placekitten.com/769/132', 'genre': 'EDM', 'songDuration': 262, 'songTitle': 'language evidence', 'sourceLink': 'mendoza.com', 'year': '2008', 'knownFor': 'federal who'}
25,{'companyName': 'Tan data region', 'dateEstablished': '1992-10-16', 'location': 'Jacquelineport', 'recordLabelId': 26, 'albumId': 26, 'numOfRating': 32034, 'averageRating': 2.7, 'userRating': 0, 'songId': 26, 'artistId': 26, 'name': 'Daniel Brown', 'age': 19, 'musicianId': 26, 'instrument': 'Violin', 'band': 'Moccasin catch', 'albumDuration': 9835, 'albumTitle': 'perform hospital job', 'coverURL': 'https://dummyimage.com/933x802', 'genre': 'Soundtrack', 'songDuration': 58, 'songTitle': 'which expect', 'sourceLink': 'brown.net', 'year': '2011', 'knownFor': 'watch purpose'}
26,{'companyName': 'Black religious husband', 'dateEstablished': '2005-01-09', 'location': 'West Michael', 'recordLabelId': 27, 'albumId': 27, 'numOfRating': 45213, 'averageRating': 2.9, 'userRating': 0, 'songId': 27, 'artistId': 27, 'name': 'Katherine Jones', 'age': 42, 'musicianId': 27, 'instrument': 'Violin', 'band': 'LightCoral reflect', 'albumDuration': 3110, 'albumTitle': 'evidence ahead among', 'coverURL': 'https://dummyimage.com/290x422', 'genre': 'Rap', 'songDuration': 405, 'songTitle': 'Mrs past', 'sourceLink': 'bender-garcia.com', 'year': '1975', 'knownFor': 'question carry'}
27,{'companyName': 'Orange almost memory', 'dateEstablished': '1988-04-04', 'location': 'Port Michael', 'recordLabelId': 28, 'albumId': 28, 'numOfRating': 58942, 'averageRating': 1.3, 'userRating': 0, 'songId': 28, 'artistId': 28, 'name': 'Thomas Obrien', 'age': 42, 'musicianId': 28, 'instrument': 'Piano', 'band': 'Chartreuse six', 'albumDuration': 5615, 'albumTitle': 'guy way player', 'coverURL': 'https://placekitten.com/979/579', 'genre': 'Rap', 'songDuration': 499, 'songTitle': 'whose agent', 'sourceLink': 'monroe-smith.biz', 'year': '2006', 'knownFor': 'resource television'}
28,{'companyName': 'BlueViolet music participant', 'dateEstablished': '1999-08-22', 'location': 'East Hunter', 'recordLabelId': 29, 'albumId': 29, 'numOfRating': 4738, 'averageRating': 1.8, 'userRating': 0, 'songId': 29, 'artistId': 29, 'name': 'Alexis Wolf', 'age': 53, 'musicianId': 29, 'instrument': 'Tambourines', 'band': 'OrangeRed good', 'albumDuration': 131, 'albumTitle': 'consider after thank', 'coverURL': 'https://dummyimage.com/505x449', 'genre': 'Metal', 'songDuration': 463, 'songTitle': 'training book', 'sourceLink': 'jones-hall.com', 'year': '1970', 'knownFor': 'realize bag'}
